SR CREATE DATE,call_year,call_month,call_day,weatherflag,call_count
2019-01-14,2019,1,14,0,1466
2019-01-15,2019,1,15,0,1178
2019-01-16,2019,1,16,0,1135
2019-01-17,2019,1,17,0,1270
2019-01-18,2019,1,18,0,1051
2019-01-19,2019,1,19,0,571
2019-01-20,2019,1,20,0,250
2019-01-21,2019,1,21,0,814
2019-01-22,2019,1,22,0,1377
2019-01-23,2019,1,23,0,1387
2019-01-24,2019,1,24,0,1474
2019-01-25,2019,1,25,0,1229
2019-01-26,2019,1,26,0,434
2019-01-27,2019,1,27,0,354
2019-01-28,2019,1,28,0,1711
2019-01-29,2019,1,29,0,1347
2019-01-30,2019,1,30,0,1219
2019-01-31,2019,1,31,0,1080
2019-02-01,2019,2,1,0,1192
2019-02-02,2019,2,2,0,458
2019-02-03,2019,2,3,0,290
2019-02-04,2019,2,4,0,1329
2019-02-05,2019,2,5,0,1216
2019-02-06,2019,2,6,0,1451
2019-02-07,2019,2,7,0,1191
2019-02-08,2019,2,8,0,1097
2019-02-09,2019,2,9,0,468
2019-02-10,2019,2,10,0,314
2019-02-11,2019,2,11,0,1224
2019-02-12,2019,2,12,0,1327
2019-02-13,2019,2,13,0,1132
2019-02-14,2019,2,14,0,1308
2019-02-15,2019,2,15,0,1155
2019-02-16,2019,2,16,0,465
2019-02-17,2019,2,17,0,297
2019-02-18,2019,2,18,0,1502
2019-02-19,2019,2,19,0,1378
2019-02-20,2019,2,20,0,1271
2019-02-21,2019,2,21,0,1091
2019-02-22,2019,2,22,0,1107
2019-02-23,2019,2,23,0,535
2019-02-24,2019,2,24,0,299
2019-02-25,2019,2,25,0,1420
2019-02-26,2019,2,26,1,1424
2019-02-27,2019,2,27,0,1351
2019-02-28,2019,2,28,0,1212
2019-03-01,2019,3,1,0,1278
2019-03-02,2019,3,2,0,582
2019-03-03,2019,3,3,0,334
2019-03-04,2019,3,4,0,1093
2019-03-05,2019,3,5,0,1407
2019-03-06,2019,3,6,0,1267
2019-03-07,2019,3,7,0,1275
2019-03-08,2019,3,8,0,1220
2019-03-09,2019,3,9,0,491
2019-03-10,2019,3,10,0,430
2019-03-11,2019,3,11,0,1400
2019-03-12,2019,3,12,0,1294
2019-03-13,2019,3,13,0,1183
2019-03-14,2019,3,14,0,1324
2019-03-15,2019,3,15,0,1131
2019-03-16,2019,3,16,0,458
2019-03-17,2019,3,17,0,310
2019-03-18,2019,3,18,0,1472
2019-03-19,2019,3,19,0,1268
2019-03-20,2019,3,20,0,1204
2019-03-21,2019,3,21,0,1255
2019-03-22,2019,3,22,0,1267
2019-03-23,2019,3,23,0,421
2019-03-24,2019,3,24,0,288
2019-03-25,2019,3,25,0,1476
2019-03-26,2019,3,26,0,1421
2019-03-27,2019,3,27,0,1201
2019-03-28,2019,3,28,0,1216
2019-03-29,2019,3,29,0,1164
2019-03-30,2019,3,30,0,474
2019-03-31,2019,3,31,0,233
2019-04-01,2019,4,1,0,1354
2019-04-02,2019,4,2,0,1292
2019-04-03,2019,4,3,0,1155
2019-04-04,2019,4,4,0,1358
2019-04-05,2019,4,5,0,1320
2019-04-06,2019,4,6,0,541
2019-04-07,2019,4,7,1,592
2019-04-08,2019,4,8,0,1670
2019-04-09,2019,4,9,0,1488
2019-04-10,2019,4,10,0,1358
2019-04-11,2019,4,11,0,1445
2019-04-12,2019,4,12,0,1272
2019-04-13,2019,4,13,1,591
2019-04-14,2019,4,14,0,305
2019-04-15,2019,4,15,0,1366
2019-04-16,2019,4,16,0,1420
2019-04-17,2019,4,17,0,1298
2019-04-18,2019,4,18,0,1627
2019-04-19,2019,4,19,0,1096
2019-04-20,2019,4,20,0,412
2019-04-21,2019,4,21,0,195
2019-04-22,2019,4,22,0,1536
2019-04-23,2019,4,23,0,1323
2019-04-24,2019,4,24,0,1127
2019-04-25,2019,4,25,0,1352
2019-04-26,2019,4,26,0,1301
2019-04-27,2019,4,27,0,435
2019-04-28,2019,4,28,0,245
2019-04-29,2019,4,29,0,1418
2019-04-30,2019,4,30,0,1361
2019-05-01,2019,5,1,0,1179
2019-05-02,2019,5,2,0,1331
2019-05-03,2019,5,3,1,1297
2019-05-04,2019,5,4,1,726
2019-05-05,2019,5,5,0,305
2019-05-06,2019,5,6,0,1597
2019-05-07,2019,5,7,1,1662
2019-05-08,2019,5,8,0,1722
2019-05-09,2019,5,9,1,1544
2019-05-10,2019,5,10,1,1830
2019-05-11,2019,5,11,0,585
2019-05-12,2019,5,12,0,265
2019-05-13,2019,5,13,0,1896
2019-05-14,2019,5,14,0,1859
2019-05-15,2019,5,15,0,1632
2019-05-16,2019,5,16,0,1418
2019-05-17,2019,5,17,0,1327
2019-05-18,2019,5,18,0,609
2019-05-19,2019,5,19,0,352
2019-05-20,2019,5,20,0,1552
2019-05-21,2019,5,21,0,1751
2019-05-22,2019,5,22,0,1466
2019-05-23,2019,5,23,0,1394
2019-05-24,2019,5,24,0,1285
2019-05-25,2019,5,25,0,458
2019-05-26,2019,5,26,0,269
2019-05-27,2019,5,27,0,401
2019-05-28,2019,5,28,0,1387
2019-05-29,2019,5,29,0,1511
2019-05-30,2019,5,30,0,1542
2019-05-31,2019,5,31,0,1396
2019-06-01,2019,6,1,0,557
2019-06-02,2019,6,2,0,402
2019-06-03,2019,6,3,0,1366
2019-06-04,2019,6,4,0,1777
2019-06-05,2019,6,5,0,1314
2019-06-06,2019,6,6,0,1411
2019-06-07,2019,6,7,0,1274
2019-06-08,2019,6,8,0,521
2019-06-09,2019,6,9,0,366
2019-06-10,2019,6,10,0,1635
2019-06-11,2019,6,11,0,1662
2019-06-12,2019,6,12,0,1446
2019-06-13,2019,6,13,0,1453
2019-06-14,2019,6,14,0,1245
2019-06-15,2019,6,15,0,544
2019-06-16,2019,6,16,0,414
2019-06-17,2019,6,17,0,1463
2019-06-18,2019,6,18,0,1601
2019-06-19,2019,6,19,0,1414
2019-06-20,2019,6,20,0,1388
2019-06-21,2019,6,21,0,1366
2019-06-22,2019,6,22,0,489
2019-06-23,2019,6,23,0,464
2019-06-24,2019,6,24,1,1814
2019-06-25,2019,6,25,0,1384
2019-06-26,2019,6,26,0,1336
2019-06-27,2019,6,27,0,1411
2019-06-28,2019,6,28,1,1207
2019-06-29,2019,6,29,0,583
2019-06-30,2019,6,30,0,337
2019-07-01,2019,7,1,0,1836
2019-07-02,2019,7,2,0,1671
2019-07-03,2019,7,3,0,1368
2019-07-04,2019,7,4,0,365
2019-07-05,2019,7,5,0,1110
2019-07-06,2019,7,6,0,647
2019-07-07,2019,7,7,0,476
2019-07-08,2019,7,8,0,1434
2019-07-09,2019,7,9,0,1872
2019-07-10,2019,7,10,0,1486
2019-07-11,2019,7,11,0,1370
2019-07-12,2019,7,12,0,1435
2019-07-13,2019,7,13,0,586
2019-07-14,2019,7,14,0,481
2019-07-15,2019,7,15,0,1380
2019-07-16,2019,7,16,0,1437
2019-07-17,2019,7,17,0,1309
2019-07-18,2019,7,18,0,1447
2019-07-19,2019,7,19,0,1179
2019-07-20,2019,7,20,0,450
2019-07-21,2019,7,21,0,345
2019-07-22,2019,7,22,0,1534
2019-07-23,2019,7,23,0,1378
2019-07-24,2019,7,24,0,1113
2019-07-25,2019,7,25,0,1338
2019-07-26,2019,7,26,0,1233
2019-07-27,2019,7,27,0,511
2019-07-28,2019,7,28,0,344
2019-07-29,2019,7,29,0,1403
2019-07-30,2019,7,30,1,1365
2019-07-31,2019,7,31,0,1419
2019-08-01,2019,8,1,0,1336
2019-08-02,2019,8,2,0,1091
2019-08-03,2019,8,3,0,469
2019-08-04,2019,8,4,0,251
2019-08-05,2019,8,5,0,1316
2019-08-06,2019,8,6,0,1332
2019-08-07,2019,8,7,0,1342
2019-08-08,2019,8,8,0,1170
2019-08-09,2019,8,9,0,1325
2019-08-10,2019,8,10,0,534
2019-08-11,2019,8,11,0,318
2019-08-12,2019,8,12,0,1322
2019-08-13,2019,8,13,0,1356
2019-08-14,2019,8,14,0,1274
2019-08-15,2019,8,15,0,1331
2019-08-16,2019,8,16,0,1208
2019-08-17,2019,8,17,0,464
2019-08-18,2019,8,18,0,319
2019-08-19,2019,8,19,0,1353
2019-08-20,2019,8,20,0,1216
2019-08-21,2019,8,21,0,1358
2019-08-22,2019,8,22,0,1163
2019-08-23,2019,8,23,0,1180
2019-08-24,2019,8,24,0,449
2019-08-25,2019,8,25,0,342
2019-08-26,2019,8,26,0,1208
2019-08-27,2019,8,27,0,1321
2019-08-28,2019,8,28,0,1483
2019-08-29,2019,8,29,0,1361
2019-08-30,2019,8,30,0,1132
2019-08-31,2019,8,31,0,441
2019-09-01,2019,9,1,0,333
2019-09-02,2019,9,2,0,393
2019-09-03,2019,9,3,0,1231
2019-09-04,2019,9,4,0,1517
2019-09-05,2019,9,5,0,1425
2019-09-06,2019,9,6,0,1261
2019-09-07,2019,9,7,0,479
2019-09-08,2019,9,8,0,305
2019-09-09,2019,9,9,0,1155
2019-09-10,2019,9,10,0,1627
2019-09-11,2019,9,11,0,1124
2019-09-12,2019,9,12,0,1015
2019-09-13,2019,9,13,0,1084
2019-09-14,2019,9,14,0,471
2019-09-15,2019,9,15,0,333
2019-09-16,2019,9,16,0,1132
2019-09-17,2019,9,17,0,1548
2019-09-18,2019,9,18,0,1334
2019-09-19,2019,9,19,0,1434
2019-09-20,2019,9,20,0,1952
2019-09-21,2019,9,21,0,932
2019-09-22,2019,9,22,0,633
2019-09-23,2019,9,23,0,1787
2019-09-24,2019,9,24,0,2271
2019-09-25,2019,9,25,0,1636
2019-09-26,2019,9,26,0,1674
2019-09-27,2019,9,27,0,1303
2019-09-28,2019,9,28,0,521
2019-09-29,2019,9,29,0,351
2019-09-30,2019,9,30,0,1410
