SR CREATE DATE,SR TYPE,count_sr_type,rank_no,call_year,call_month,call_day
2018-11-12,Sewer Wastewater,51,3,2018,11,12
2018-11-13,Container Problem,79,1,2018,11,13
2018-11-13,Water Service,70,2,2018,11,13
2018-11-13,Missed Garbage Pickup,69,3,2018,11,13
2018-11-14,Missed Garbage Pickup,138,1,2018,11,14
2018-11-14,Water Leak,103,2,2018,11,14
2018-11-14,Container Problem,79,3,2018,11,14
2018-11-15,Missed Garbage Pickup,275,1,2018,11,15
2018-11-15,Missed Recycling Pickup,177,2,2018,11,15
2018-11-15,Container Problem,95,3,2018,11,15
2018-11-16,Missed Garbage Pickup,298,1,2018,11,16
2018-11-16,Missed Recycling Pickup,289,2,2018,11,16
2018-11-16,Water Leak,113,3,2018,11,16
2018-11-17,Missed Recycling Pickup,105,1,2018,11,17
2018-11-17,Missed Garbage Pickup,94,2,2018,11,17
2018-11-17,Water Leak,90,3,2018,11,17
2018-11-18,Water Leak,47,1,2018,11,18
2018-11-18,Sewer Wastewater,29,2,2018,11,18
2018-11-18,Water Service,24,3,2018,11,18
2018-11-19,Water Leak,111,1,2018,11,19
2018-11-19,Missed Recycling Pickup,109,2,2018,11,19
2018-11-19,Missed Garbage Pickup,105,3,2018,11,19
2018-11-20,Missed Recycling Pickup,191,1,2018,11,20
2018-11-20,Missed Garbage Pickup,148,2,2018,11,20
2018-11-20,Water Leak,91,3,2018,11,20
2018-11-21,Missed Garbage Pickup,106,1,2018,11,21
2018-11-21,Water Leak,79,2,2018,11,21
2018-11-21,Sewer Wastewater,74,3,2018,11,21
2018-11-22,Water Leak,42,1,2018,11,22
2018-11-22,Sewer Wastewater,26,2,2018,11,22
2018-11-22,Traffic Signal Maintenance,16,3,2018,11,22
2018-11-23,Water Leak,87,1,2018,11,23
2018-11-23,Missed Garbage Pickup,74,2,2018,11,23
2018-11-23,Sewer Wastewater,71,3,2018,11,23
2018-11-24,Missed Garbage Pickup,77,1,2018,11,24
2018-11-24,Water Leak,57,2,2018,11,24
2018-11-24,Sewer Wastewater,48,3,2018,11,24
2018-11-25,Water Leak,46,1,2018,11,25
2018-11-25,Sewer Wastewater,38,2,2018,11,25
2018-11-25,Missed Garbage Pickup,33,3,2018,11,25
2018-11-26,Water Leak,146,1,2018,11,26
2018-11-26,Missed Garbage Pickup,135,2,2018,11,26
2018-11-26,Container Problem,133,3,2018,11,26
2018-11-27,Missed Garbage Pickup,182,1,2018,11,27
2018-11-27,Water Leak,111,2,2018,11,27
2018-11-27,Container Problem,87,3,2018,11,27
2018-11-28,Missed Garbage Pickup,157,1,2018,11,28
2018-11-28,Missed Recycling Pickup,120,2,2018,11,28
2018-11-28,Water Leak,114,3,2018,11,28
2018-11-29,Missed Garbage Pickup,121,1,2018,11,29
2018-11-29,Water Leak,93,2,2018,11,29
2018-11-29,Missed Recycling Pickup,79,3,2018,11,29
2018-11-30,Missed Recycling Pickup,171,1,2018,11,30
2018-11-30,Missed Garbage Pickup,116,2,2018,11,30
2018-11-30,Container Problem,75,3,2018,11,30
2018-12-01,Missed Recycling Pickup,50,1,2018,12,1
2018-12-01,Water Leak,41,2,2018,12,1
2018-12-01,Sewer Wastewater,38,3,2018,12,1
2018-12-02,Sewer Wastewater,41,1,2018,12,2
2018-12-02,Water Leak,40,2,2018,12,2
2018-12-02,Traffic Signal Maintenance,20,3,2018,12,2
2018-12-03,Water Leak,103,1,2018,12,3
2018-12-03,Sewer Wastewater,103,2,2018,12,3
2018-12-03,Missed Garbage Pickup,88,3,2018,12,3
2018-12-04,Missed Garbage Pickup,202,1,2018,12,4
2018-12-04,Missed Recycling Pickup,177,2,2018,12,4
2018-12-04,Water Leak,112,3,2018,12,4
2018-12-05,Missed Garbage Pickup,211,1,2018,12,5
2018-12-05,Missed Recycling Pickup,195,2,2018,12,5
2018-12-05,Water Leak,97,3,2018,12,5
2018-12-06,Missed Garbage Pickup,133,1,2018,12,6
2018-12-06,Missed Recycling Pickup,112,2,2018,12,6
2018-12-06,Missed Heavy Trash Pickup,93,3,2018,12,6
2018-12-07,Missed Recycling Pickup,254,1,2018,12,7
2018-12-07,Missed Garbage Pickup,173,2,2018,12,7
2018-12-07,Missed Heavy Trash Pickup,116,3,2018,12,7
2018-12-08,Missed Recycling Pickup,112,1,2018,12,8
2018-12-08,Traffic Signal Maintenance,93,2,2018,12,8
2018-12-08,Missed Garbage Pickup,89,3,2018,12,8
2018-12-09,Traffic Signal Maintenance,55,1,2018,12,9
2018-12-09,Unclassified 311 Web Request,52,2,2018,12,9
2018-12-09,Sewer Wastewater,45,3,2018,12,9
2018-12-10,Missed Garbage Pickup,135,1,2018,12,10
2018-12-10,Missed Heavy Trash Pickup,120,2,2018,12,10
2018-12-10,Container Problem,111,3,2018,12,10
2018-12-11,Missed Recycling Pickup,169,1,2018,12,11
2018-12-11,Missed Garbage Pickup,153,2,2018,12,11
2018-12-11,Missed Heavy Trash Pickup,137,3,2018,12,11
2018-12-12,Missed Recycling Pickup,172,1,2018,12,12
2018-12-12,Missed Heavy Trash Pickup,166,2,2018,12,12
2018-12-12,Sewer Wastewater,93,3,2018,12,12
2018-12-13,Missed Heavy Trash Pickup,230,1,2018,12,13
2018-12-13,Sewer Wastewater,140,2,2018,12,13
2018-12-13,Missed Recycling Pickup,130,3,2018,12,13
2018-12-14,Missed Recycling Pickup,293,1,2018,12,14
2018-12-14,Missed Heavy Trash Pickup,162,2,2018,12,14
2018-12-14,Missed Garbage Pickup,150,3,2018,12,14
2018-12-15,Missed Recycling Pickup,94,1,2018,12,15
2018-12-15,Missed Heavy Trash Pickup,73,2,2018,12,15
2018-12-15,Missed Garbage Pickup,70,3,2018,12,15
2018-12-16,Water Leak,41,1,2018,12,16
2018-12-16,Sewer Wastewater,37,2,2018,12,16
2018-12-16,Traffic Signal Maintenance,28,3,2018,12,16
2018-12-17,Missed Heavy Trash Pickup,163,1,2018,12,17
2018-12-17,Missed Recycling Pickup,139,2,2018,12,17
2018-12-17,Sewer Wastewater,125,3,2018,12,17
2018-12-18,Missed Recycling Pickup,620,1,2018,12,18
2018-12-18,Missed Garbage Pickup,143,2,2018,12,18
2018-12-18,Missed Heavy Trash Pickup,117,3,2018,12,18
2018-12-19,Missed Recycling Pickup,394,1,2018,12,19
2018-12-19,Missed Heavy Trash Pickup,134,2,2018,12,19
2018-12-19,Missed Garbage Pickup,104,3,2018,12,19
2018-12-20,Missed Heavy Trash Pickup,213,1,2018,12,20
2018-12-20,Missed Garbage Pickup,152,2,2018,12,20
2018-12-20,Missed Recycling Pickup,124,3,2018,12,20
2018-12-21,Missed Recycling Pickup,412,1,2018,12,21
2018-12-21,Missed Heavy Trash Pickup,295,2,2018,12,21
2018-12-21,Missed Garbage Pickup,168,3,2018,12,21
2018-12-22,Missed Recycling Pickup,114,1,2018,12,22
2018-12-22,Missed Garbage Pickup,66,2,2018,12,22
2018-12-22,Missed Heavy Trash Pickup,63,3,2018,12,22
2018-12-23,Unclassified 311 Web Request,60,1,2018,12,23
2018-12-23,Water Leak,45,2,2018,12,23
2018-12-23,Sewer Wastewater,43,3,2018,12,23
2018-12-24,Water Leak,71,1,2018,12,24
2018-12-24,Missed Heavy Trash Pickup,69,2,2018,12,24
2018-12-24,Sewer Wastewater,59,3,2018,12,24
2018-12-25,Heavy Trash Violation,20,1,2018,12,25
2018-12-25,Sewer Wastewater,20,2,2018,12,25
2018-12-25,Water Leak,18,3,2018,12,25
2018-12-26,Missed Heavy Trash Pickup,114,1,2018,12,26
2018-12-26,Container Problem,82,2,2018,12,26
2018-12-26,Sewer Wastewater,77,3,2018,12,26
2018-12-27,Missed Recycling Pickup,279,1,2018,12,27
2018-12-27,Sewer Wastewater,196,2,2018,12,27
2018-12-27,Missed Garbage Pickup,173,3,2018,12,27
2018-12-28,Missed Recycling Pickup,377,1,2018,12,28
2018-12-28,Missed Garbage Pickup,167,2,2018,12,28
2018-12-28,Sewer Wastewater,119,3,2018,12,28
2018-12-29,Missed Recycling Pickup,205,1,2018,12,29
2018-12-29,Missed Garbage Pickup,108,2,2018,12,29
2018-12-29,Missed Heavy Trash Pickup,62,3,2018,12,29
2018-12-30,Missed Recycling Pickup,126,1,2018,12,30
2018-12-30,Unclassified 311 Web Request,70,2,2018,12,30
2018-12-30,Sewer Wastewater,47,3,2018,12,30
2018-12-31,Missed Recycling Pickup,375,1,2018,12,31
2018-12-31,Missed Heavy Trash Pickup,141,2,2018,12,31
2018-12-31,Missed Garbage Pickup,137,3,2018,12,31
2019-01-01,Missed Recycling Pickup,84,1,2019,1,1
2019-01-01,Sewer Wastewater,48,2,2019,1,1
2019-01-01,Missed Garbage Pickup,31,3,2019,1,1
2019-01-02,Missed Recycling Pickup,166,1,2019,1,2
2019-01-02,Missed Garbage Pickup,145,2,2019,1,2
2019-01-02,Sewer Wastewater,128,3,2019,1,2
2019-01-03,Missed Garbage Pickup,252,1,2019,1,3
2019-01-03,Missed Recycling Pickup,211,2,2019,1,3
2019-01-03,Missed Heavy Trash Pickup,171,3,2019,1,3
2019-01-04,Missed Garbage Pickup,244,1,2019,1,4
2019-01-04,Missed Recycling Pickup,130,2,2019,1,4
2019-01-04,Missed Heavy Trash Pickup,119,3,2019,1,4
2019-01-05,Missed Garbage Pickup,71,1,2019,1,5
2019-01-05,Missed Recycling Pickup,56,2,2019,1,5
2019-01-05,Sewer Wastewater,44,3,2019,1,5
2019-01-06,Missed Recycling Pickup,122,1,2019,1,6
2019-01-06,Missed Heavy Trash Pickup,41,2,2019,1,6
2019-01-06,Missed Garbage Pickup,37,3,2019,1,6
2019-01-07,Missed Recycling Pickup,404,1,2019,1,7
2019-01-07,Missed Garbage Pickup,150,2,2019,1,7
2019-01-07,Sewer Wastewater,125,3,2019,1,7
2019-01-08,Missed Recycling Pickup,467,1,2019,1,8
2019-01-08,Missed Garbage Pickup,185,2,2019,1,8
2019-01-08,Missed Heavy Trash Pickup,148,3,2019,1,8
2019-01-09,Missed Recycling Pickup,362,1,2019,1,9
2019-01-09,Missed Garbage Pickup,127,2,2019,1,9
2019-01-09,Container Problem,94,3,2019,1,9
2019-01-10,Missed Recycling Pickup,371,1,2019,1,10
2019-01-10,Missed Garbage Pickup,118,2,2019,1,10
2019-01-10,Missed Heavy Trash Pickup,116,3,2019,1,10
2019-01-11,Missed Recycling Pickup,315,1,2019,1,11
2019-01-11,Missed Garbage Pickup,113,2,2019,1,11
2019-01-11,Sewer Wastewater,93,3,2019,1,11
2019-01-12,Missed Recycling Pickup,72,1,2019,1,12
2019-01-12,Sewer Wastewater,64,2,2019,1,12
2019-01-12,Missed Garbage Pickup,47,3,2019,1,12
2019-01-13,Sewer Wastewater,46,1,2019,1,13
2019-01-13,Missed Recycling Pickup,40,2,2019,1,13
2019-01-13,Water Leak,36,3,2019,1,13
2019-01-14,Missed Recycling Pickup,145,1,2019,1,14
2019-01-14,Container Problem,112,2,2019,1,14
2019-01-14,Missed Garbage Pickup,103,3,2019,1,14
2019-01-15,Sewer Wastewater,105,1,2019,1,15
2019-01-15,Missed Garbage Pickup,102,2,2019,1,15
2019-01-15,Container Problem,89,3,2019,1,15
2019-01-16,Missed Recycling Pickup,121,1,2019,1,16
2019-01-16,Water Leak,73,2,2019,1,16
2019-01-16,Missed Heavy Trash Pickup,70,3,2019,1,16
2019-01-17,Sewer Wastewater,90,1,2019,1,17
2019-01-17,Water Leak,87,2,2019,1,17
2019-01-17,Missed Recycling Pickup,86,3,2019,1,17
2019-01-18,Missed Garbage Pickup,101,1,2019,1,18
2019-01-18,Sewer Wastewater,73,2,2019,1,18
2019-01-18,Missed Heavy Trash Pickup,66,3,2019,1,18
2019-01-19,Traffic Signal Maintenance,132,1,2019,1,19
2019-01-19,Sewer Wastewater,56,2,2019,1,19
2019-01-19,Missed Garbage Pickup,43,3,2019,1,19
2019-01-20,Sewer Wastewater,34,1,2019,1,20
2019-01-20,Traffic Signal Maintenance,28,2,2019,1,20
2019-01-20,Water Leak,26,3,2019,1,20
2019-01-21,Sewer Wastewater,75,1,2019,1,21
2019-01-21,Water Leak,66,2,2019,1,21
2019-01-21,Unclassified 311 Web Request,52,3,2019,1,21
2019-01-22,Water Leak,108,1,2019,1,22
2019-01-22,Sewer Wastewater,105,2,2019,1,22
2019-01-22,Container Problem,96,3,2019,1,22
2019-01-23,Traffic Signal Maintenance,149,1,2019,1,23
2019-01-23,Missed Garbage Pickup,143,2,2019,1,23
2019-01-23,Sewer Wastewater,106,3,2019,1,23
2019-01-24,Missed Garbage Pickup,141,1,2019,1,24
2019-01-24,Sewer Wastewater,108,2,2019,1,24
2019-01-24,Water Leak,106,3,2019,1,24
2019-01-25,Missed Garbage Pickup,123,1,2019,1,25
2019-01-25,Sewer Wastewater,101,2,2019,1,25
2019-01-25,Container Problem,98,3,2019,1,25
2019-01-26,Missed Recycling Pickup,46,1,2019,1,26
2019-01-26,Water Leak,45,2,2019,1,26
2019-01-26,Sewer Wastewater,38,3,2019,1,26
2019-01-27,Missed Recycling Pickup,74,1,2019,1,27
2019-01-27,Sewer Wastewater,41,2,2019,1,27
2019-01-27,Water Leak,35,3,2019,1,27
2019-01-28,Missed Recycling Pickup,264,1,2019,1,28
2019-01-28,Sewer Wastewater,142,2,2019,1,28
2019-01-28,Water Leak,136,3,2019,1,28
2019-01-29,Missed Garbage Pickup,127,1,2019,1,29
2019-01-29,Water Leak,98,2,2019,1,29
2019-01-29,Container Problem,97,3,2019,1,29
2019-01-30,Water Leak,96,1,2019,1,30
2019-01-30,Missed Recycling Pickup,90,2,2019,1,30
2019-01-30,Sewer Wastewater,87,3,2019,1,30
2019-01-31,Missed Recycling Pickup,96,1,2019,1,31
2019-01-31,Sewer Wastewater,74,2,2019,1,31
2019-01-31,Missed Garbage Pickup,71,3,2019,1,31
2019-02-01,Missed Garbage Pickup,88,1,2019,2,1
2019-02-01,Container Problem,81,2,2019,2,1
2019-02-01,Sewer Wastewater,74,3,2019,2,1
2019-02-02,Water Leak,63,1,2019,2,2
2019-02-02,Sewer Wastewater,45,2,2019,2,2
2019-02-02,Missed Recycling Pickup,37,3,2019,2,2
2019-02-03,Sewer Wastewater,36,1,2019,2,3
2019-02-03,Water Leak,34,2,2019,2,3
2019-02-03,Traffic Signal Maintenance,23,3,2019,2,3
2019-02-04,Sewer Wastewater,115,1,2019,2,4
2019-02-04,Container Problem,93,2,2019,2,4
2019-02-04,Water Leak,91,3,2019,2,4
2019-02-05,Sewer Wastewater,96,1,2019,2,5
2019-02-05,Water Leak,92,2,2019,2,5
2019-02-05,Container Problem,89,3,2019,2,5
2019-02-06,Sewer Wastewater,100,1,2019,2,6
2019-02-06,Missed Heavy Trash Pickup,88,2,2019,2,6
2019-02-06,Water Leak,84,3,2019,2,6
2019-02-07,Missed Heavy Trash Pickup,94,1,2019,2,7
2019-02-07,Water Leak,91,2,2019,2,7
2019-02-07,Sewer Wastewater,74,3,2019,2,7
2019-02-08,Missed Heavy Trash Pickup,93,1,2019,2,8
2019-02-08,Missed Garbage Pickup,93,2,2019,2,8
2019-02-08,Water Leak,75,3,2019,2,8
2019-02-09,Missed Heavy Trash Pickup,50,1,2019,2,9
2019-02-09,Water Leak,44,2,2019,2,9
2019-02-09,Sewer Wastewater,41,3,2019,2,9
2019-02-10,Sewer Wastewater,42,1,2019,2,10
2019-02-10,Water Leak,35,2,2019,2,10
2019-02-10,Traffic Signal Maintenance,25,3,2019,2,10
2019-02-11,Sewer Wastewater,114,1,2019,2,11
2019-02-11,Container Problem,78,2,2019,2,11
2019-02-11,Water Leak,74,3,2019,2,11
2019-02-12,Container Problem,100,1,2019,2,12
2019-02-12,Sewer Wastewater,100,2,2019,2,12
2019-02-12,Water Leak,97,3,2019,2,12
2019-02-13,Missed Heavy Trash Pickup,87,1,2019,2,13
2019-02-13,Water Leak,81,2,2019,2,13
2019-02-13,Missed Garbage Pickup,77,3,2019,2,13
2019-02-14,Missed Heavy Trash Pickup,130,1,2019,2,14
2019-02-14,Sewer Wastewater,90,2,2019,2,14
2019-02-14,Water Leak,82,3,2019,2,14
2019-02-15,Missed Heavy Trash Pickup,111,1,2019,2,15
2019-02-15,Missed Garbage Pickup,97,2,2019,2,15
2019-02-15,Container Problem,83,3,2019,2,15
2019-02-16,Sewer Wastewater,40,1,2019,2,16
2019-02-16,Water Leak,36,2,2019,2,16
2019-02-16,Missed Garbage Pickup,35,3,2019,2,16
2019-02-17,Sewer Wastewater,38,1,2019,2,17
2019-02-17,Water Leak,37,2,2019,2,17
2019-02-17,Traffic Signal Maintenance,33,3,2019,2,17
2019-02-18,Pothole,135,1,2019,2,18
2019-02-18,Water Leak,114,2,2019,2,18
2019-02-18,Container Problem,103,3,2019,2,18
2019-02-19,Street Condition,157,1,2019,2,19
2019-02-19,Pothole,105,2,2019,2,19
2019-02-19,Missed Garbage Pickup,103,3,2019,2,19
2019-02-20,Street Condition,94,1,2019,2,20
2019-02-20,Sewer Wastewater,87,2,2019,2,20
2019-02-20,Water Leak,86,3,2019,2,20
2019-02-21,Missed Garbage Pickup,101,1,2019,2,21
2019-02-21,Container Problem,76,2,2019,2,21
2019-02-21,Missed Heavy Trash Pickup,75,3,2019,2,21
2019-02-22,Missed Garbage Pickup,122,1,2019,2,22
2019-02-22,Missed Heavy Trash Pickup,90,2,2019,2,22
2019-02-22,Sewer Wastewater,78,3,2019,2,22
2019-02-23,Sewer Wastewater,53,1,2019,2,23
2019-02-23,Traffic Signal Maintenance,51,2,2019,2,23
2019-02-23,Water Leak,47,3,2019,2,23
2019-02-24,Water Leak,39,1,2019,2,24
2019-02-24,Sewer Wastewater,38,2,2019,2,24
2019-02-24,Traffic Signal Maintenance,29,3,2019,2,24
2019-02-25,Pothole,106,1,2019,2,25
2019-02-25,Container Problem,89,2,2019,2,25
2019-02-25,Sewer Wastewater,88,3,2019,2,25
2019-02-26,Missed Garbage Pickup,118,1,2019,2,26
2019-02-26,Missed Heavy Trash Pickup,90,2,2019,2,26
2019-02-26,Sewer Wastewater,81,3,2019,2,26
2019-02-27,Missed Heavy Trash Pickup,96,1,2019,2,27
2019-02-27,Sewer Wastewater,95,2,2019,2,27
2019-02-27,Missed Garbage Pickup,91,3,2019,2,27
2019-02-28,Missed Heavy Trash Pickup,111,1,2019,2,28
2019-02-28,Pothole,80,2,2019,2,28
2019-02-28,Sewer Wastewater,76,3,2019,2,28
2019-03-01,Missed Heavy Trash Pickup,132,1,2019,3,1
2019-03-01,Missed Garbage Pickup,104,2,2019,3,1
2019-03-01,Sewer Wastewater,89,3,2019,3,1
2019-03-02,Sewer Wastewater,62,1,2019,3,2
2019-03-02,Street Condition,48,2,2019,3,2
2019-03-02,Missed Heavy Trash Pickup,39,3,2019,3,2
2019-03-03,Sewer Wastewater,32,1,2019,3,3
2019-03-03,Traffic Signal Maintenance,32,2,2019,3,3
2019-03-03,Traffic Signs,19,3,2019,3,3
2019-03-04,Sewer Wastewater,83,1,2019,3,4
2019-03-04,Water Leak,74,2,2019,3,4
2019-03-04,Missed Garbage Pickup,72,3,2019,3,4
2019-03-05,Water Leak,110,1,2019,3,5
2019-03-05,Missed Garbage Pickup,107,2,2019,3,5
2019-03-05,Container Problem,99,3,2019,3,5
2019-03-06,Missed Garbage Pickup,85,1,2019,3,6
2019-03-06,Water Leak,84,2,2019,3,6
2019-03-06,Container Problem,78,3,2019,3,6
2019-03-07,Container Problem,89,1,2019,3,7
2019-03-07,Water Leak,84,2,2019,3,7
2019-03-07,Sewer Wastewater,79,3,2019,3,7
2019-03-08,Missed Garbage Pickup,101,1,2019,3,8
2019-03-08,Sewer Wastewater,89,2,2019,3,8
2019-03-08,Container Problem,81,3,2019,3,8
2019-03-09,Sewer Wastewater,55,1,2019,3,9
2019-03-09,Water Leak,55,2,2019,3,9
2019-03-09,Street Condition,32,3,2019,3,9
2019-03-10,Water Leak,46,1,2019,3,10
2019-03-10,Sewer Wastewater,41,2,2019,3,10
2019-03-10,Pothole,32,3,2019,3,10
2019-03-11,Water Leak,124,1,2019,3,11
2019-03-11,Container Problem,111,2,2019,3,11
2019-03-11,Sewer Wastewater,104,3,2019,3,11
2019-03-12,Missed Garbage Pickup,99,1,2019,3,12
2019-03-12,Container Problem,90,2,2019,3,12
2019-03-12,Nuisance On Property,80,3,2019,3,12
2019-03-13,Sewer Wastewater,80,1,2019,3,13
2019-03-13,Missed Garbage Pickup,78,2,2019,3,13
2019-03-13,Traffic Signal Maintenance,71,3,2019,3,13
2019-03-14,Sewer Wastewater,87,1,2019,3,14
2019-03-14,Missed Garbage Pickup,86,2,2019,3,14
2019-03-14,Container Problem,85,3,2019,3,14
2019-03-15,Missed Garbage Pickup,104,1,2019,3,15
2019-03-15,Heavy Trash Violation,98,2,2019,3,15
2019-03-15,Container Problem,90,3,2019,3,15
2019-03-16,Sewer Wastewater,53,1,2019,3,16
2019-03-16,Missed Garbage Pickup,51,2,2019,3,16
2019-03-16,Water Leak,36,3,2019,3,16
2019-03-17,Sewer Wastewater,54,1,2019,3,17
2019-03-17,Heavy Trash Violation,44,2,2019,3,17
2019-03-17,Traffic Signal Maintenance,32,3,2019,3,17
2019-03-18,Container Problem,114,1,2019,3,18
2019-03-18,Water Leak,96,2,2019,3,18
2019-03-18,Missed Garbage Pickup,92,3,2019,3,18
2019-03-19,Missed Garbage Pickup,104,1,2019,3,19
2019-03-19,Container Problem,98,2,2019,3,19
2019-03-19,Water Leak,83,3,2019,3,19
2019-03-20,Sewer Wastewater,68,1,2019,3,20
2019-03-20,Nuisance On Property,67,2,2019,3,20
2019-03-20,Water Leak,65,3,2019,3,20
2019-03-21,Water Leak,89,1,2019,3,21
2019-03-21,Sewer Wastewater,87,2,2019,3,21
2019-03-21,Container Problem,79,3,2019,3,21
2019-03-22,Water Leak,105,1,2019,3,22
2019-03-22,Missed Garbage Pickup,101,2,2019,3,22
2019-03-22,Container Problem,85,3,2019,3,22
2019-03-23,Sewer Wastewater,43,1,2019,3,23
2019-03-23,Water Leak,38,2,2019,3,23
2019-03-23,Missed Garbage Pickup,27,3,2019,3,23
2019-03-24,Sewer Wastewater,33,1,2019,3,24
2019-03-24,Water Leak,29,2,2019,3,24
2019-03-24,Water Service,23,3,2019,3,24
2019-03-25,Container Problem,124,1,2019,3,25
2019-03-25,Water Leak,101,2,2019,3,25
2019-03-25,Sewer Wastewater,92,3,2019,3,25
2019-03-26,Missed Garbage Pickup,123,1,2019,3,26
2019-03-26,Container Problem,115,2,2019,3,26
2019-03-26,Water Leak,95,3,2019,3,26
2019-03-27,Water Leak,83,1,2019,3,27
2019-03-27,Nuisance On Property,76,2,2019,3,27
2019-03-27,Container Problem,64,3,2019,3,27
2019-03-28,Missed Garbage Pickup,93,1,2019,3,28
2019-03-28,Container Problem,82,2,2019,3,28
2019-03-28,Water Leak,77,3,2019,3,28
2019-03-29,Missed Garbage Pickup,88,1,2019,3,29
2019-03-29,Container Problem,85,2,2019,3,29
2019-03-29,Water Leak,71,3,2019,3,29
2019-03-30,Traffic Signal Maintenance,48,1,2019,3,30
2019-03-30,Water Leak,40,2,2019,3,30
2019-03-30,Sewer Wastewater,35,3,2019,3,30
2019-03-31,Traffic Signal Maintenance,29,1,2019,3,31
2019-03-31,Water Leak,26,2,2019,3,31
2019-03-31,Sewer Wastewater,18,3,2019,3,31
2019-04-01,Water Leak,85,1,2019,4,1
2019-04-01,Sewer Wastewater,81,2,2019,4,1
2019-04-01,Nuisance On Property,80,3,2019,4,1
2019-04-02,Missed Garbage Pickup,118,1,2019,4,2
2019-04-02,Container Problem,93,2,2019,4,2
2019-04-02,Water Leak,86,3,2019,4,2
2019-04-03,Sewer Wastewater,85,1,2019,4,3
2019-04-03,Water Leak,74,2,2019,4,3
2019-04-03,Missed Recycling Pickup,68,3,2019,4,3
2019-04-04,Traffic Signal Maintenance,126,1,2019,4,4
2019-04-04,Missed Heavy Trash Pickup,87,2,2019,4,4
2019-04-04,Missed Garbage Pickup,69,3,2019,4,4
2019-04-05,Missed Garbage Pickup,123,1,2019,4,5
2019-04-05,Missed Heavy Trash Pickup,87,2,2019,4,5
2019-04-05,Sewer Wastewater,72,3,2019,4,5
2019-04-06,Missed Heavy Trash Pickup,54,1,2019,4,6
2019-04-06,Sewer Wastewater,39,2,2019,4,6
2019-04-06,Traffic Signal Maintenance,35,3,2019,4,6
2019-04-07,Traffic Signal Maintenance,192,1,2019,4,7
2019-04-07,Street Hazard,120,2,2019,4,7
2019-04-07,Tree Removal,36,3,2019,4,7
2019-04-08,Traffic Signal Maintenance,129,1,2019,4,8
2019-04-08,Container Problem,115,2,2019,4,8
2019-04-08,Sewer Wastewater,107,3,2019,4,8
2019-04-09,Container Problem,107,1,2019,4,9
2019-04-09,Missed Garbage Pickup,98,2,2019,4,9
2019-04-09,Traffic Signal Maintenance,85,3,2019,4,9
2019-04-10,Missed Heavy Trash Pickup,93,1,2019,4,10
2019-04-10,Traffic Signal Maintenance,78,2,2019,4,10
2019-04-10,Nuisance On Property,71,3,2019,4,10
2019-04-11,Missed Heavy Trash Pickup,180,1,2019,4,11
2019-04-11,Container Problem,84,2,2019,4,11
2019-04-11,Missed Garbage Pickup,75,3,2019,4,11
2019-04-12,Missed Heavy Trash Pickup,154,1,2019,4,12
2019-04-12,Missed Garbage Pickup,91,2,2019,4,12
2019-04-12,Water Service,81,3,2019,4,12
2019-04-13,Missed Heavy Trash Pickup,84,1,2019,4,13
2019-04-13,Traffic Signal Maintenance,54,2,2019,4,13
2019-04-13,Missed Garbage Pickup,46,3,2019,4,13
2019-04-14,Traffic Signal Maintenance,41,1,2019,4,14
2019-04-14,Missed Heavy Trash Pickup,38,2,2019,4,14
2019-04-14,Sewer Wastewater,32,3,2019,4,14
2019-04-15,Missed Heavy Trash Pickup,137,1,2019,4,15
2019-04-15,Container Problem,89,2,2019,4,15
2019-04-15,Missed Garbage Pickup,85,3,2019,4,15
2019-04-16,Missed Heavy Trash Pickup,151,1,2019,4,16
2019-04-16,Missed Garbage Pickup,132,2,2019,4,16
2019-04-16,Container Problem,108,3,2019,4,16
2019-04-17,Missed Heavy Trash Pickup,158,1,2019,4,17
2019-04-17,Nuisance On Property,119,2,2019,4,17
2019-04-17,Missed Garbage Pickup,95,3,2019,4,17
2019-04-18,Missed Heavy Trash Pickup,188,1,2019,4,18
2019-04-18,Traffic Signal Maintenance,170,2,2019,4,18
2019-04-18,Street Hazard,118,3,2019,4,18
2019-04-19,Missed Heavy Trash Pickup,169,1,2019,4,19
2019-04-19,Missed Garbage Pickup,124,2,2019,4,19
2019-04-19,Container Problem,59,3,2019,4,19
2019-04-20,Missed Heavy Trash Pickup,61,1,2019,4,20
2019-04-20,Missed Garbage Pickup,46,2,2019,4,20
2019-04-20,Sewer Wastewater,34,3,2019,4,20
2019-04-21,Traffic Signal Maintenance,36,1,2019,4,21
2019-04-21,Sewer Wastewater,22,2,2019,4,21
2019-04-21,Water Leak,16,3,2019,4,21
2019-04-22,Missed Heavy Trash Pickup,179,1,2019,4,22
2019-04-22,Container Problem,107,2,2019,4,22
2019-04-22,Nuisance On Property,91,3,2019,4,22
2019-04-23,Missed Heavy Trash Pickup,141,1,2019,4,23
2019-04-23,Missed Garbage Pickup,111,2,2019,4,23
2019-04-23,Container Problem,100,3,2019,4,23
2019-04-24,Missed Heavy Trash Pickup,121,1,2019,4,24
2019-04-24,Container Problem,67,2,2019,4,24
2019-04-24,Sewer Wastewater,56,3,2019,4,24
2019-04-25,Missed Heavy Trash Pickup,165,1,2019,4,25
2019-04-25,Nuisance On Property,87,2,2019,4,25
2019-04-25,Container Problem,85,3,2019,4,25
2019-04-26,Missed Heavy Trash Pickup,168,1,2019,4,26
2019-04-26,Missed Garbage Pickup,85,2,2019,4,26
